manifest	status	entry_path	sha256	source_branch	source_path	blob_sha1	commit	byte_identical
149	VERIFIED_PRESENT	candidates/lockfile-identity.txt	c8a1e3b9c29cb468397d39c72173402ec0177c55d81f8dc733800fa5315bfabe	conflict_100826_1941	handoff/candidates/lockfile-identity.txt	b8e6409095389fcbfc16571b3115c69c2a7967aa	9a752aec36c4	YES
149	VERIFIED_PRESENT	candidates/lockfile-repro-rederived.patch	1dfbfb13c932b240a8caaa8aa82a7691f700b1ab567e055c43dbed1b881b6e31	conflict_100826_1941	handoff/candidates/lockfile-repro-rederived.patch	cb44ecd4e225520089edbd9da0d6166e43e28b9a	9a752aec36c4	YES
149	VERIFIED_PRESENT	candidates/phase4c-demo-wiring.patch	ce572c77dc07a6a6621df958d61d92f19211643a156a0067a91236190d4c3f03	conflict_100826_1941	handoff/candidates/phase4c-demo-wiring.patch	ad745cdc07604dcd08c06fd781f06e991911510d	9a752aec36c4	YES
149	VERIFIED_PRESENT	candidates/phase4c-nonschema-prep-r2.patch	db0717024ac609367a5edd69cc6467ba2b24743333012cb82cf754c8e536e66c	conflict_100826_2258	handoff/candidates/phase4c-nonschema-prep-r2.patch	8a73a2003219782d5cda39ea8b4a86427583f000	12c88633121e	YES
149	VERIFIED_PRESENT	candidates/phase4c-nonschema-prep.patch	528b9bac839473859a0c91ac874bfc3c6346a959023d65f147a6ce317530ad1d	conflict_100826_1941	handoff/candidates/phase4c-nonschema-prep.patch	431ee1857c400a54cd4e08e80c17225bbe3262ab	9a752aec36c4	YES
149	VERIFIED_PRESENT	candidates/provenance-rule-docs-r2.patch	1afb92dcce0a759604cd7cc2912c9cf29834e63337096baac0db2e3dc3c52570	conflict_100826_2258	handoff/candidates/provenance-rule-docs-r2.patch	0245b0e55c15b10f26a73457b0f5984d0a734ba8	12c88633121e	YES
149	VERIFIED_PRESENT	candidates/provenance-rule-docs.patch	fca9c42183636ffa9d3d02057f998a31cead3ed37b838a058f1cdadce4a3b120	conflict_100826_1941	handoff/candidates/provenance-rule-docs.patch	6d52132b8734220ba68f024b71c58beed19191a9	9a752aec36c4	YES
149	VERIFIED_PRESENT	candidates/provider-signout-rederived.patch	dfbf9e18b643004316cdcfe4db2c7175ace9c7506c57a2915932af0437742093	conflict_100826_1941	handoff/candidates/provider-signout-rederived.patch	3300a77063d711a2e4dac4cc6da082862c1afbaf	9a752aec36c4	YES
149	VERIFIED_PRESENT	candidates/session063-rederived.patch	dbb5abd618668354731a0e23ccc14ca00f875cb65e13678a73eb05d6d21a3ca9	conflict_100826_1941	handoff/candidates/session063-rederived.patch	117cbe4d2f71615a375da2a1e793cb49bf118b02	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/A-prime-session063-traceability.patch	dbb5abd618668354731a0e23ccc14ca00f875cb65e13678a73eb05d6d21a3ca9	conflict_100826_1941	handoff/downloads/A-prime-session063-traceability.patch	117cbe4d2f71615a375da2a1e793cb49bf118b02	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/APPLICATION_GUIDE.md	d06eb1a20a522f86c0f4fadcff383461ee9badaacc1dd8503158cc614926da29	conflict_100826_1941	handoff/downloads/APPLICATION_GUIDE.md	1832954f20e5d4ad994864470855be62e797400e	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/A_prime_package/A-prime-session063-traceability.patch	dbb5abd618668354731a0e23ccc14ca00f875cb65e13678a73eb05d6d21a3ca9	conflict_100826_2113	handoff/downloads/A_prime_package/A-prime-session063-traceability.patch	117cbe4d2f71615a375da2a1e793cb49bf118b02	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/A_prime_package/APPLICATION_GUIDE.md	280b58c64aa903c4a4fc34e5518cb332b34e3cfcc1c07bf460c5f0fdd961f4d0	conflict_100826_2113	handoff/downloads/A_prime_package/APPLICATION_GUIDE.md	dc7c1880802606d13019ee8c571fd4a4cd6989fb	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/A_prime_package/CHECKSUMS.sha256	6339ab331d40cdd18b09e524f5169d885a4b9c69896538b25f54e3295cf079f0	conflict_100826_2113	handoff/downloads/A_prime_package/CHECKSUMS.sha256	6684333a7d9c0a54f899e194a4d94a5c00dad86c	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/A_prime_package/MANIFEST.json	c8e27b50a4ad69a61543b87161bca707ef4c3b16aa49eccbe526246869a0e023	conflict_100826_2113	handoff/downloads/A_prime_package/MANIFEST.json	becd66a4cb83905b5bc205ff7acee582aeaf41c7	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/A_prime_package/PROVENANCE_SUMMARY.md	b63434eebed73eeb800dbf0fd4d3d124cb353ebba182ff633f4194bef6def2e7	conflict_100826_2113	handoff/downloads/A_prime_package/PROVENANCE_SUMMARY.md	ca00baa4f4663c06236bc0a9b4491b4ed3819a3b	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/A_prime_package/evidence/LEDGER_EXTRACT_A_prime.jsonl	98b57104a2d8f0d87d143862ca6038ab77218b4f572edc25744513a9dc44476b	conflict_100826_2113	handoff/downloads/A_prime_package/evidence/LEDGER_EXTRACT_A_prime.jsonl	532acc5edbe9cda7ec643b7f2c256b727a4ae25a	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/B-prime-provider-signout.patch	dfbf9e18b643004316cdcfe4db2c7175ace9c7506c57a2915932af0437742093	conflict_100826_1941	handoff/downloads/B-prime-provider-signout.patch	3300a77063d711a2e4dac4cc6da082862c1afbaf	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/APPLICATION_GUIDE.md	73a093f1e30b68f7f8bab31a34c7ae00b68e7362fd922f1dc5825d2d44466021	conflict_100826_2258	handoff/downloads/B_prime_r2_package/APPLICATION_GUIDE.md	7470524d3ed6e93e5b1405a10e30026517cbb20a	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/APPROVE_WEB_UI_RATIONALE_B_prime_r2.md	f8678762d0105466fdab6e2876e55435d58b9b932fcceda30db65d33c6d96993	conflict_100826_2258	handoff/downloads/B_prime_r2_package/APPROVE_WEB_UI_RATIONALE_B_prime_r2.md	612e9cd44100accc014ae9cc9b3fdf2ae2dd92ea	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/B-prime-r2-provider-signout.patch	af55ecf502c7828dec8b78b75cfefd0404bbdf00e4be6531948c5303c09e5a48	conflict_100826_2258	handoff/downloads/B_prime_r2_package/B-prime-r2-provider-signout.patch	2b83d6d1159ad15a005c27762b34e35a3e614c2b	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/CHECKSUMS.sha256	b1f62ec32ba40c401d6c7b7c4fa98b7547d97c982856d8d9d0f509657fc7f4f2	conflict_100826_2258	handoff/downloads/B_prime_r2_package/CHECKSUMS.sha256	a1afe2d22c9c259fce964744bef9c76f169a5728	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/MANIFEST.json	17a10a8ae9cf6b635c99e32678c118dc017f40900b9c3f4387db8ba51eafa59b	conflict_100826_2258	handoff/downloads/B_prime_r2_package/MANIFEST.json	a38616a72a9105c79ac9d8a35adeda52f51d2820	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/PROVENANCE_SUMMARY.md	b98c0e152d74758d1858f92cf27a31f2fd60691719eef31b5bfb9cd373e79ece	conflict_100826_2258	handoff/downloads/B_prime_r2_package/PROVENANCE_SUMMARY.md	dbbe053c4de73a0d5f3666a96416b9cb9ee26d3d	12c88633121e	YES
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-005_b_prime_r2_validation_1_10_typecheck__pn.log	eebef69d208ea81a4a398f58ce651b658a4b9acc3a0d4408be3d14e5680aa86a	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-006_b_prime_r2_validation_2_10_web_build__pn.log	4b65be8e3a632c745da5502514367f46c324bba8fd9e5389d92efc98ed85e4d7	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-010_supersedes_bd_009__fail_was_a_test_scrip.log	7e23358170809d86f9cf09e0c98a81b11eba7b8eb9cc5a8b408028b504890e80	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-011_b_prime_r2_validation_4_5_10_mobile_resp.log	298b4dce0d1ae8d37e90f9628db3e4e181171fd4d42e324704115fea375a0503	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-012_b_prime_r2_validation_6_10_protected_rou.log	47f690dc44677016a846063a5874a0fb03cfacf9f27b1fc7c21d4e87b0a8a44c	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-013_b_prime_r2_visual_evidence__provider_das.log	2463ec4b093fcd1e8a2c12e559edd346e4fd6e323fb52e365a0bf1db7ab9180a	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-014_b_prime_r2_validation_7_8_10_publication.log	40cbcec4f4ce07beadcad4a455a91e1d7280d420f7211204abdea998823f2cf1	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-015_b_prime_r2_validation_9_10_patch_applica.log	74f23e0decc973dd520df0c551f45fe950a1e7d22737955574bffcb6857442ac	-	-	-	-	NO
149	NOT_FOUND	downloads/B_prime_r2_package/evidence/BD-016_b_prime_r2_validation_10_10_secret_scan_.log	1486ed0f41e2f0337f508c2693b9c9ea49e974629de140974ef5a5724364480e	-	-	-	-	NO
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/evidence/LEDGER_EXTRACT_B_prime_r2.jsonl	d007f13cc39034fe3d033bb676955e24b34b3c9140ddc171c76b1a7b7b50f15d	conflict_100826_2258	handoff/downloads/B_prime_r2_package/evidence/LEDGER_EXTRACT_B_prime_r2.jsonl	ff12211feb7d8902da210bcdeccf371247961963	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/evidence/bprime_desktop_final.png	918ccb1650628b50ffb29c97835458b4c53383956a6e06afed41f14bed54a991	conflict_100826_2258	handoff/downloads/B_prime_r2_package/evidence/bprime_desktop_final.png	4a99c5983010645dd69bcecedde45f07453c7bbc	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/evidence/bprime_desktop_pre_signout.png	f749c5149cd63abe0f2cfae6bdfb910a9c8cb64bde35f9e88c59e9b56396831d	conflict_100826_2258	handoff/downloads/B_prime_r2_package/evidence/bprime_desktop_pre_signout.png	80632496f28da494cabce49465cf38b7139b710b	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/evidence/bprime_mobile_final.png	814b8c898efbe9327908ffd5c01f60ec1668a5163be8d38df82666721f3557e5	conflict_100826_2258	handoff/downloads/B_prime_r2_package/evidence/bprime_mobile_final.png	90a3f864e335485e82d72b6edef18b420fec3d1f	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/evidence/bprime_mobile_pre_signout.png	ce88928242c1f08dbd7bec1040801d7cf0b208d48cee7f2577acb93207be604f	conflict_100826_2258	handoff/downloads/B_prime_r2_package/evidence/bprime_mobile_pre_signout.png	f2c6ef779faaf8558027ad24c401bcf641eebdea	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/B_prime_r2_package/evidence/bprime_protected_final.png	918ccb1650628b50ffb29c97835458b4c53383956a6e06afed41f14bed54a991	conflict_100826_2258	handoff/downloads/B_prime_r2_package/evidence/bprime_protected_final.png	4a99c5983010645dd69bcecedde45f07453c7bbc	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/C-prime-lockfile-reproducibility.patch	1dfbfb13c932b240a8caaa8aa82a7691f700b1ab567e055c43dbed1b881b6e31	conflict_100826_1941	handoff/downloads/C-prime-lockfile-reproducibility.patch	cb44ecd4e225520089edbd9da0d6166e43e28b9a	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/CHECKSUMS.sha256	25fc96508b1dd7b8096a3cf4f9acb84df872a72d71c9ac85605a768e340ac18b	conflict_100826_1941	handoff/downloads/CHECKSUMS.sha256	0fa15be888aa1607aacd9fa495f9d4ea9c9a480d	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/C_prime_r2_package/APPLICATION_GUIDE.md	f4543a3a55ffa952728cc075f041b0d6b3ec01409d8381b43272fa424b09c073	conflict_100826_2113	handoff/downloads/C_prime_r2_package/APPLICATION_GUIDE.md	5ab63f3ba4010bb30300cdbd46f00018e43318a4	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/C_prime_r2_package/C-prime-r2-lockfile-reproducibility.patch	ea3eb8ed962753db7b5d6846c9b90bd7d2b5da7cecc397f9be088e49da8d3456	conflict_100826_2113	handoff/downloads/C_prime_r2_package/C-prime-r2-lockfile-reproducibility.patch	169fed0ff651bf6a942b8839fbfae75bd6e8d3e0	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/C_prime_r2_package/CHECKSUMS.sha256	e0000b7c630e46bf5000a59721aeaf6c63c8406f2f6a9884aa3ffd4acf266913	conflict_100826_2113	handoff/downloads/C_prime_r2_package/CHECKSUMS.sha256	ccea349188a5ec90c074cd14caf4ff7ff223bbaf	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/C_prime_r2_package/MANIFEST.json	bbc4694e9a42fc1d47b04d29bc2d0f6b072ff1a290b5ca25eca951a78d466591	conflict_100826_2113	handoff/downloads/C_prime_r2_package/MANIFEST.json	f743082d17c6bd74f0df8b16dae0597c9c0c17e9	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/C_prime_r2_package/PROVENANCE_SUMMARY.md	bb4791cd367643dfe28eda92ff00a103c264a37a99071a7f2b3c4293eebdc5ff	conflict_100826_2113	handoff/downloads/C_prime_r2_package/PROVENANCE_SUMMARY.md	8a7142d8d3c4e3af204eec21ab63eef38f790701	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/C_prime_r2_package/evidence/LEDGER_EXTRACT_C_prime_r2.jsonl	7b4720291c5603e13b30adc6a5fcada2d3639b11b4c1ad78d2e9899101c33390	conflict_100826_2113	handoff/downloads/C_prime_r2_package/evidence/LEDGER_EXTRACT_C_prime_r2.jsonl	e6f509c188e59b775719968bfa98f54e7584dfd4	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/DOWNLOADS.sha256	aec03ec34f6b479e30a3ce236125781d9599c61584d5b6f7f5e6c89e2b521742	conflict_100826_2113	handoff/downloads/DOWNLOADS.sha256	747b24bb9aa2db7075573e3f267e312f2287ae6f	b9d27229a86d	YES
149	VERIFIED_PRESENT	downloads/LEDGER.jsonl	8607ca184f204457818b1a9f3f51b0874bed2b26261ea9aecca6d093b02efc7e	conflict_100826_2258	handoff/downloads/LEDGER.jsonl	3fe2ab3e7ae6a879913f9c8067eaabbba237408b	45d5ba167e37	YES
149	VERIFIED_PRESENT	downloads/LEDGER_SUMMARY.md	daab6f2e55b452b5695b594f791ff2be71c3743159bfbaf35cd6c49ed851f3e5	conflict_100826_2258	handoff/downloads/LEDGER_SUMMARY.md	be8461f07b735f47436e9ec34449028d2d93c48b	45d5ba167e37	YES
149	VERIFIED_PRESENT	downloads/MANIFEST.json	ccd9c6503dd9b03199848e6ba6435a9904ecaceed6c694bf60b3e71b4b4a7926	conflict_100826_1941	handoff/downloads/MANIFEST.json	1eaed7b3f9e88536548b0b8a0b80aa78b6f0854c	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/PROVENANCE_SUMMARY.md	3b85677aa11c2387bd0e37690cfb7dc560dfd1ea67fcce544a7de50b65130386	conflict_100826_1941	handoff/downloads/PROVENANCE_SUMMARY.md	69842c408d51790f44ccaf782dd24c71835d7541	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/Phase4C_r2_package/CHECKSUMS.sha256	0ba5aed57bbb3c2ba093a9c64616b2ef6d0624a01edac507bdf19bdb488ebc56	conflict_100826_2258	handoff/downloads/Phase4C_r2_package/CHECKSUMS.sha256	c521bb30221d8ee0b316d2282870433356eb8188	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/Phase4C_r2_package/MANIFEST.json	992731956411d8226d0177173151de52a6bb651baf7921bcf65fbd71094502dc	conflict_100826_2258	handoff/downloads/Phase4C_r2_package/MANIFEST.json	fd121c3c1956ec7edc1632f83e5e2ac3ed78b9e8	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/Phase4C_r2_package/evidence/LEDGER_EXTRACT_Phase4C_r2.jsonl	d38caf99190663502b4f866143a4e65aaaedf3e17e18da0b2360a5fff03937ae	conflict_100826_2258	handoff/downloads/Phase4C_r2_package/evidence/LEDGER_EXTRACT_Phase4C_r2.jsonl	f92f3f9f29117574db9328a2cf9ad3eadc43891d	12c88633121e	YES
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-001_identity_bookkeeping_per_owner_instructi.log	ed285d5ed8135d7a599ba397405147b16c07f18c5a7af71ff41818e1d5beadff	-	-	-	-	NO
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-002_phase_4c_non_schema_prep_re_derived_onto.log	39bd5b6f14ed4466406ed7ddefebf5b144d2eb7347cd3918aac633065670889f	-	-	-	-	NO
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-003_phase_4c_r2__38_comfort_profile_contract.log	af6e2d9a6236cd267870534e1f1e75ad08f354565d553fcdfd31ecbc368c57c5	-	-	-	-	NO
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-004_phase_4c_r2__full_typecheck___web_produc.log	f030853ac57bdefad64d73cd7eb3098b899751a7ead448845699d300c0991d12	-	-	-	-	NO
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-005_phase_4c_r2_static_verification__both_ui.log	e7666ab47c706d415dcc912a2a6689d01aa5cf77c4d361ae4ff2a669025b84d2	-	-	-	-	NO
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-006_phase_4c_r2_patch_verification___secret_.log	b061338a68a80244d2642a7b99300ffeb5a888456bea46ce48f96efcf31bb4ee	-	-	-	-	NO
149	NOT_FOUND	downloads/Phase4C_r2_package/evidence/P4-007_phase_4c_r2_publication_gate_mechanics_c.log	5ad89939baafa5f5e586b02d48aa43c945b9c06f24ecb5b865e3b1a7d54e72b4	-	-	-	-	NO
149	VERIFIED_PRESENT	downloads/Phase4C_r2_package/phase4c-nonschema-prep-r2.patch	db0717024ac609367a5edd69cc6467ba2b24743333012cb82cf754c8e536e66c	conflict_100826_2258	handoff/downloads/Phase4C_r2_package/phase4c-nonschema-prep-r2.patch	8a73a2003219782d5cda39ea8b4a86427583f000	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/Rule12_r2_package/CHECKSUMS.sha256	ec8f1ebbfe4b5aa7a82799949c8d9612ef43cf421064f9151b6610af88b65dc5	conflict_100826_2258	handoff/downloads/Rule12_r2_package/CHECKSUMS.sha256	4eb76287f25d56ae989aeec5d3cbcd84b003495c	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/Rule12_r2_package/MANIFEST.json	75df062e23babba1e9ab1f0095ef4bbbf1ab3da879a51a5bd90414498a5d3ca6	conflict_100826_2258	handoff/downloads/Rule12_r2_package/MANIFEST.json	ec795a54ec1feb9fd1349e492468cc1d556d0db4	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/Rule12_r2_package/evidence/LEDGER_EXTRACT_Rule12_r2.jsonl	90f3bcc6984a68437902b247f06e036707afc7dbdcbd430b6ec7d0390c573047	conflict_100826_2258	handoff/downloads/Rule12_r2_package/evidence/LEDGER_EXTRACT_Rule12_r2.jsonl	0d41fbaba0c98f0441238617787e018fabcd38a3	12c88633121e	YES
149	NOT_FOUND	downloads/Rule12_r2_package/evidence/RD-001_rule_12_provenance_docs_re_derived_separ.log	083b2f430b5e7cca13cd24597d7518fe7ad5d2b333a05088bdc6b9f567168b57	-	-	-	-	NO
149	NOT_FOUND	downloads/Rule12_r2_package/evidence/RD-002_rule_12_r2_verification__git_am_onto_pri.log	9ac66a31074408cd8f6af168e4dcd297431b47677424269db4b631fa60c04b06	-	-	-	-	NO
149	VERIFIED_PRESENT	downloads/Rule12_r2_package/provenance-rule-docs-r2.patch	1afb92dcce0a759604cd7cc2912c9cf29834e63337096baac0db2e3dc3c52570	conflict_100826_2258	handoff/downloads/Rule12_r2_package/provenance-rule-docs-r2.patch	0245b0e55c15b10f26a73457b0f5984d0a734ba8	12c88633121e	YES
149	VERIFIED_PRESENT	downloads/local-branches-2026-08-10.bundle	997608350901f1e5ad7c6a86dc4a3a68bf623c93074854d892fd0f7b94a8296f	conflict_100826_1941	handoff/downloads/local-branches-2026-08-10.bundle	05fff9e55eccdc2bd7de98fdca51a18169ca66e6	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/phase4c-nonschema-prep.patch	528b9bac839473859a0c91ac874bfc3c6346a959023d65f147a6ce317530ad1d	conflict_100826_1941	handoff/downloads/phase4c-nonschema-prep.patch	431ee1857c400a54cd4e08e80c17225bbe3262ab	9a752aec36c4	YES
149	VERIFIED_PRESENT	downloads/rule12-provenance-docs.patch	fca9c42183636ffa9d3d02057f998a31cead3ed37b838a058f1cdadce4a3b120	conflict_100826_1941	handoff/downloads/rule12-provenance-docs.patch	6d52132b8734220ba68f024b71c58beed19191a9	9a752aec36c4	YES
149	VERIFIED_PRESENT	evidence/LEDGER.jsonl	8607ca184f204457818b1a9f3f51b0874bed2b26261ea9aecca6d093b02efc7e	conflict_100826_2258	handoff/evidence/LEDGER.jsonl	3fe2ab3e7ae6a879913f9c8067eaabbba237408b	45d5ba167e37	YES
149	VERIFIED_PRESENT	evidence/LEDGER_SUMMARY.md	daab6f2e55b452b5695b594f791ff2be71c3743159bfbaf35cd6c49ed851f3e5	conflict_100826_2258	handoff/evidence/LEDGER_SUMMARY.md	be8461f07b735f47436e9ec34449028d2d93c48b	45d5ba167e37	YES
149	VERIFIED_PRESENT	evidence/NEO_STANDING_INSTRUCTIONS.md	b0771275dfe925014218930535fe1ac4f371a7df4978b5f0c8ae9440a588b44c	conflict_100826_1941	handoff/evidence/NEO_STANDING_INSTRUCTIONS.md	6712f6d51fb091708386dd96f75b90a84a1efe0b	9a752aec36c4	YES
149	VERIFIED_PRESENT	evidence/backfill_2026_08_10.py	b83b58200f9d052fca4180aff34af7a5d01af02469c852c000ec6a44ee452a85	conflict_100826_1941	handoff/evidence/backfill_2026_08_10.py	75c8e7bb608059a5c750c0292260f24083395bed	9a752aec36c4	YES
149	VERIFIED_PRESENT	evidence/capture.py	f71137a3b1fd469d616f26f54ffede9ad641f7b233592776dac492f30955952b	conflict_100826_1941	handoff/evidence/capture.py	fe14b624b373cd0feaf89a4aa84ee07568ec79d6	9a752aec36c4	YES
149	NOT_FOUND	evidence/logs/BD-001_b_prime_r2_environment_setup__pnpm_10_18.log	8583580346a9191b6d054a34706f9349445a267c3b5fa8f148984dc002cb06cc	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-002_old_b_prime_patch_verified_as_source_evi.log	d1ac16f64b5554dcd5b874339370e6f9b997f1799d0f215eb3405bdf0569b669	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-003_new_b_prime_r2_candidate_created__commit.log	acdb6c15694023e3555d1429643375707771c8d1358f1229b6906fb5770f7a7e	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-004_b_prime_r2_frozen_install__pnpm_install_.log	847651bcc9583b0eb5c51d26a7540a1c3855d236dac4fb3342a25fca3c2d9231	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-005_b_prime_r2_validation_1_10_typecheck__pn.log	eebef69d208ea81a4a398f58ce651b658a4b9acc3a0d4408be3d14e5680aa86a	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-006_b_prime_r2_validation_2_10_web_build__pn.log	4b65be8e3a632c745da5502514367f46c324bba8fd9e5389d92efc98ed85e4d7	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-007_b_prime_r2_verification_stack__ephemeral.log	92cfb6902825ec61a9a9741b99e3c67423c6b6f61e7e61b48dbea7afbbe13c7b	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-008_supersedes_bd_007__fail_was_pgdata_dir_o.log	b3836e5c60811b8ffa98a67cbc1184a3a5f9737f0253a0ba3a02cd6bda2d5aa5	-	-	-	-	NO
149	NOT_FOUND	evidence/logs/BD-009_b_prime_r2_validation_3_5_10_desktop_bro.log	c9dfff814e41376511a23df66139b5c6f4839998241072ea539062283331de54	-	-	-	-	NO
